S2 Cell,state_name,county_name,Waymo RO Miles
9278172125879861248,California,Los Angeles,43844.902978020684
9278172194599337984,California,Los Angeles,33031.791393504485
9278172228959076352,California,Los Angeles,11242.054275379069
9278172263318814720,California,Los Angeles,224306.66617274066
9278172297678553088,California,Los Angeles,46237.60460394418
9278172332038291456,California,Los Angeles,156220.0095092165
9278172366398029824,California,Los Angeles,126265.05153843085
9278172400757768192,California,Los Angeles,343521.68782445195
9278172435117506560,California,Los Angeles,512600.8398525861
9278172469477244928,California,Los Angeles,180560.82800879123
9278172538196721664,California,Los Angeles,120437.24746243963
9278172572556460032,California,Los Angeles,235918.20817375852
9278172606916198400,California,Los Angeles,43314.34582440154
9278172709995413504,California,Los Angeles,86964.70646693053
9278172744355151872,California,Los Angeles,18993.510539668438
9278172813074628608,California,Los Angeles,4.664775381941775
9278178379352244224,California,Los Angeles,1.0204338814704965
9278178585510674432,California,Los Angeles,37616.963868541316
9278178619870412800,California,Los Angeles,39546.40202214258
9278178654230151168,California,Los Angeles,39981.56553791605
9278178688589889536,California,Los Angeles,43838.31232648708
9278178722949627904,California,Los Angeles,11064.567076410745
9278178757309366272,California,Los Angeles,25.2837477818176
9278178894748319744,California,Los Angeles,7148.063965737597
9278178929108058112,California,Los Angeles,1050.1348513608355
9278178997827534848,California,Los Angeles,2.037274657215249
9278179100906749952,California,Los Angeles,19.824901490601995
9278179135266488320,California,Los Angeles,3965.7889808696614
9278179203985965056,California,Los Angeles,5688.2466326315935
9278179238345703424,California,Los Angeles,84776.06070682318
9278179272705441792,California,Los Angeles,280625.01128807646
9278179307065180160,California,Los Angeles,95173.39890582957
9278179341424918528,California,Los Angeles,231824.35422807868
9278179375784656896,California,Los Angeles,215960.01022086685
9278179410144395264,California,Los Angeles,234906.40952998027
9278179444504133632,California,Los Angeles,216422.11609116037
9278179478863872000,California,Los Angeles,91091.34129767847
9278179513223610368,California,Los Angeles,211103.82519506657
9278179547583348736,California,Los Angeles,431454.04104049335
9278179581943087104,California,Los Angeles,150082.47748154448
9278179616302825472,California,Los Angeles,112060.17902512368
9278179650662563840,California,Los Angeles,258522.77036533924
9278179685022302208,California,Los Angeles,285484.37050399143
9278179719382040576,California,Los Angeles,242981.92553056547
9278179753741778944,California,Los Angeles,130401.52153353508
9278179788101517312,California,Los Angeles,93685.61768097153
9278179822461255680,California,Los Angeles,298813.80618091393
9278179856820994048,California,Los Angeles,257650.4622118167
9278179891180732416,California,Los Angeles,112990.67040734086
9278179925540470784,California,Los Angeles,70541.58683963475
9278179959900209152,California,Los Angeles,59201.14602015815
9278179994259947520,California,Los Angeles,70997.42936204685
9278180028619685888,California,Los Angeles,27726.93227888371
9278180062979424256,California,Los Angeles,33847.34191069392
9278180097339162624,California,Los Angeles,36006.62819825743
9278180131698900992,California,Los Angeles,9804.365420263855
9278180166058639360,California,Los Angeles,26417.84062727444
9278180200418377728,California,Los Angeles,31911.02142783053
9278180372217069568,California,Los Angeles,0.5769401800307933
9278180440936546304,California,Los Angeles,34705.65490696948
9278180475296284672,California,Los Angeles,99484.1061970378
9278180509656023040,California,Los Angeles,171684.74009510587
9278180544015761408,California,Los Angeles,192309.81805650415
9278180578375499776,California,Los Angeles,80197.46743298852
9278180612735238144,California,Los Angeles,121715.28343475745
9278180647094976512,California,Los Angeles,89835.23171477066
9278180681454714880,California,Los Angeles,95825.79319022085
9278180715814453248,California,Los Angeles,90557.28088939528
9278180750174191616,California,Los Angeles,104050.28809350569
9278180784533929984,California,Los Angeles,240726.54102507743
9278180818893668352,California,Los Angeles,247967.35604338246
9278180853253406720,California,Los Angeles,200906.39987892515
9278180887613145088,California,Los Angeles,341682.9574271693
9278180921972883456,California,Los Angeles,256657.77685002197
9278180956332621824,California,Los Angeles,229892.1247336846
9278180990692360192,California,Los Angeles,315798.63047114445
9278181025052098560,California,Los Angeles,449959.7373583836
9278181059411836928,California,Los Angeles,518011.2896082802
9278181093771575296,California,Los Angeles,466678.5453972958
9278181128131313664,California,Los Angeles,365931.93129341287
9278181162491052032,California,Los Angeles,413897.2780695558
9278181196850790400,California,Los Angeles,404666.8314095694
9278181231210528768,California,Los Angeles,175541.65464102567
9278181265570267136,California,Los Angeles,216753.28054057693
9278181299930005504,California,Los Angeles,394278.63604949246
9278181334289743872,California,Los Angeles,489149.14774771786
9278181368649482240,California,Los Angeles,238140.05173024366
9278181403009220608,California,Los Angeles,572024.6177543117
9278181437368958976,California,Los Angeles,444258.1192591615
9278181471728697344,California,Los Angeles,519441.62056166696
9278181506088435712,California,Los Angeles,337604.1593001471
9278181540448174080,California,Los Angeles,448730.3121757871
9278181574807912448,California,Los Angeles,504557.11875407246
9278181609167650816,California,Los Angeles,465435.48117271886
9278181643527389184,California,Los Angeles,413273.81798003765
9278181677887127552,California,Los Angeles,396705.7187387586
9278181712246865920,California,Los Angeles,408212.35020947206
9278181746606604288,California,Los Angeles,298002.65856222925
9278181780966342656,California,Los Angeles,413447.11440314807
9278181815326081024,California,Los Angeles,637074.7251351615
9278181849685819392,California,Los Angeles,570959.6195045516
9278181884045557760,California,Los Angeles,454564.1002367042
9278181918405296128,California,Los Angeles,432125.6285033108
9278181952765034496,California,Los Angeles,278485.82100896054
9278181987124772864,California,Los Angeles,529613.8732021787
9278182021484511232,California,Los Angeles,174561.14758820666
9278182055844249600,California,Los Angeles,286801.51943485474
9278182090203987968,California,Los Angeles,490932.6212307195
9278182124563726336,California,Los Angeles,223582.4301896329
9278182158923464704,California,Los Angeles,643817.1809245467
9278182193283203072,California,Los Angeles,345795.33133476385
9278182227642941440,California,Los Angeles,225529.38581701496
9278182262002679808,California,Los Angeles,462199.32519408397
9278182296362418176,California,Los Angeles,250012.29562849118
9278182330722156544,California,Los Angeles,361056.83566159755
9278182365081894912,California,Los Angeles,426230.7422550714
9278182399441633280,California,Los Angeles,279481.8562858424
9278182468161110016,California,Los Angeles,298622.3459232918
9278182502520848384,California,Los Angeles,122684.04140010367
9278182536880586752,California,Los Angeles,164446.85632348747
9278182571240325120,California,Los Angeles,6653.37559083865
9278182639959801856,California,Los Angeles,125977.63960045506
9278182708679278592,California,Los Angeles,372383.4429771198
9278182743039016960,California,Los Angeles,141050.9082452314
9278182777398755328,California,Los Angeles,265011.4940036948
9278182811758493696,California,Los Angeles,241801.32530790791
9278182846118232064,California,Los Angeles,187183.59166568637
9278182880477970432,California,Los Angeles,543185.4935458896
9278182914837708800,California,Los Angeles,432545.60911702097
9278182949197447168,California,Los Angeles,396427.88006740605
9278182983557185536,California,Los Angeles,444264.15097265603
9278183017916923904,California,Los Angeles,377171.2520588072
9278183052276662272,California,Los Angeles,253215.6918444861
9278183086636400640,California,Los Angeles,403980.0502058026
9278183120996139008,California,Los Angeles,278512.11294821603
9278183155355877376,California,Los Angeles,264768.66904878593
9278183189715615744,California,Los Angeles,209705.056908874
9278183224075354112,California,Los Angeles,142566.51946492077
9278183258435092480,California,Los Angeles,188503.43789627415
9278183292794830848,California,Los Angeles,376586.5036341293
9278183327154569216,California,Los Angeles,424101.06649195065
9278183361514307584,California,Los Angeles,157846.51740754576
9278183395874045952,California,Los Angeles,52085.99169579412
9278183464593522688,California,Los Angeles,604.2868661739373
9278183498953261056,California,Los Angeles,288518.2225087533
9278183533312999424,California,Los Angeles,299236.4051597991
9278183567672737792,California,Los Angeles,175216.8981999532
9278183602032476160,California,Los Angeles,385060.3362244467
9278183636392214528,California,Los Angeles,290727.2591059207
9278183670751952896,California,Los Angeles,150377.9356749137
9278183705111691264,California,Los Angeles,230170.76935684966
9278183739471429632,California,Los Angeles,209053.03043602515
9278183773831168000,California,Los Angeles,226053.12778780982
9278183808190906368,California,Los Angeles,440314.73746983235
9278183842550644736,California,Los Angeles,776591.8362786444
9278183876910383104,California,Los Angeles,611771.2499753893
9278183911270121472,California,Los Angeles,230327.72659536422
9278183945629859840,California,Los Angeles,338865.18855923787
9278183979989598208,California,Los Angeles,490996.5882835154
9278184014349336576,California,Los Angeles,758090.0713779785
9278184048709074944,California,Los Angeles,261790.57314113222
9278184083068813312,California,Los Angeles,570286.9353109995
9278184117428551680,California,Los Angeles,401443.47606883687
9278184151788290048,California,Los Angeles,94849.79758671868
9278184186148028416,California,Los Angeles,274744.7329626495
9278184220507766784,California,Los Angeles,329185.92048000847
9278184254867505152,California,Los Angeles,496566.86588775594
9278184289227243520,California,Los Angeles,375952.14046147466
9278184323586981888,California,Los Angeles,389586.5825153416
9278184357946720256,California,Los Angeles,281697.44146787125
9278184392306458624,California,Los Angeles,518145.83429285605
9278184426666196992,California,Los Angeles,612628.7190659059
9278184461025935360,California,Los Angeles,689313.6071024905
9278184495385673728,California,Los Angeles,457839.3515479377
9278184529745412096,California,Los Angeles,281520.70084628096
9278184564105150464,California,Los Angeles,183977.81037517844
9278184598464888832,California,Los Angeles,149717.43000765087
9278184632824627200,California,Los Angeles,72104.29409295917
9278184667184365568,California,Los Angeles,238029.76854825925
9278184701544103936,California,Los Angeles,295057.2851977837
9278184770263580672,California,Los Angeles,395365.8338622251
9278184804623319040,California,Los Angeles,310552.8196154797
9278184838983057408,California,Los Angeles,663213.9699873525
9278184873342795776,California,Los Angeles,325609.62493178196
9278184907702534144,California,Los Angeles,501513.2017532045
9278184942062272512,California,Los Angeles,276483.52789361635
9278184976422010880,California,Los Angeles,116046.17578481157
9278185010781749248,California,Los Angeles,91850.60732386995
9278185285659656192,California,Los Angeles,24141.737788740546
9278185320019394560,California,Los Angeles,146610.80092378633
9278185354379132928,California,Los Angeles,93951.9174368359
9278185388738871296,California,Los Angeles,85503.92554529266
9278185423098609664,California,Los Angeles,214944.39858543337
9278185457458348032,California,Los Angeles,305304.05341703404
9278185491818086400,California,Los Angeles,124698.0151026424
9278185526177824768,California,Los Angeles,150075.8722707247
9278185560537563136,California,Los Angeles,93162.93347772509
9278185594897301504,California,Los Angeles,81688.39051357894
9278185629257039872,California,Los Angeles,105806.11649990235
9278185663616778240,California,Los Angeles,181.54605324980588
9278185697976516608,California,Los Angeles,55910.21801242088
9278185904134946816,California,Los Angeles,5391.193902554788
9278185938494685184,California,Los Angeles,4.619446403021071
9278187725201080320,California,Los Angeles,87.43459394600426
9278187759560818688,California,Los Angeles,78.33534321018558
9278187793920557056,California,Los Angeles,276847.32719880884
9278187828280295424,California,Los Angeles,535338.2943845422
9278187862640033792,California,Los Angeles,432918.2298966385
9278187896999772160,California,Los Angeles,395160.23806255567
9278187931359510528,California,Los Angeles,356319.88841451047
9278187965719248896,California,Los Angeles,320325.3250741866
9278188000078987264,California,Los Angeles,301938.5897997895
9278188034438725632,California,Los Angeles,225758.9618414735
9278188068798464000,California,Los Angeles,18634.200266498727
9278188103158202368,California,Los Angeles,31840.053300590153
9278188274956894208,California,Los Angeles,4282.800951946525
9278188309316632576,California,Los Angeles,4043.669662850172
9278188343676370944,California,Los Angeles,301886.3989106972
9278188378036109312,California,Los Angeles,426951.735917119
9278188412395847680,California,Los Angeles,356153.8622623289
9278188446755586048,California,Los Angeles,202643.09009942916
9278188481115324416,California,Los Angeles,97992.20436508892
9278188515475062784,California,Los Angeles,230584.5453325474
9278188549834801152,California,Los Angeles,167733.51266764852
9278188584194539520,California,Los Angeles,46532.44215820997
9278188652914016256,California,Los Angeles,0.6051711459461679
9278189992943812608,California,Los Angeles,10446.608177413522
9278190027303550976,California,Los Angeles,107463.52013958679
9278190061663289344,California,Los Angeles,52413.13618766586
9278190096023027712,California,Los Angeles,11744.94280096924
9278190130382766080,California,Los Angeles,533.3890747890317
9278190164742504448,California,Los Angeles,42268.535840448916
9278190199102242816,California,Los Angeles,9893.111066306132
9278190233461981184,California,Los Angeles,1.6584920824646174
9278190577059364864,California,Los Angeles,1.3559488183775532
9278196005898027008,California,Los Angeles,999.3478063351977
9278196040257765376,California,Los Angeles,117074.6307589162
9278196074617503744,California,Los Angeles,125938.62901217834
9278196108977242112,California,Los Angeles,188883.87474252877
9278196143336980480,California,Los Angeles,160120.34323461197
9278196177696718848,California,Los Angeles,101000.30123556439
9278196212056457216,California,Los Angeles,348269.63303564215
9278196246416195584,California,Los Angeles,215804.81885897572
9278196280775933952,California,Los Angeles,74381.80215725965
9278196315135672320,California,Los Angeles,118.6403913688428
9278196349495410688,California,Los Angeles,5.400433255720288
9278196486934364160,California,Los Angeles,0.5416392223109656
9278196727452532736,California,Los Angeles,562.9321027482036
