state,agency,company,permit_type_raw,permit_type_normalized,permit_id,approved_locations,source_url,captured_at,source_category
WA,NHTSA SGO (incident filing evidence),"VinFast Auto, LLC",Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2024-09-01,operational_evidence
TX,NHTSA SGO (incident filing evidence),"Volkswagen Group of America, Inc.",Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2024-06-01,operational_evidence
FL,NHTSA SGO (incident filing evidence),"Volvo Car USA, LLC",Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2022-10-01,operational_evidence
AZ,NHTSA SGO (incident filing evidence),Waymo LLC,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-08-01,operational_evidence
CA,NHTSA SGO (incident filing evidence),Waymo LLC,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-08-01,operational_evidence
CO,NHTSA SGO (incident filing evidence),Waymo LLC,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-07-01,operational_evidence
DC,NHTSA SGO (incident filing evidence),Waymo LLC,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-07-01,operational_evidence
FL,NHTSA SGO (incident filing evidence),Waymo LLC,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-07-01,operational_evidence
GA,NHTSA SGO (incident filing evidence),Waymo LLC,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-08-01,operational_evidence
NV,NHTSA SGO (incident filing evidence),Waymo LLC,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-07-01,operational_evidence
PA,NHTSA SGO (incident filing evidence),Waymo LLC,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-07-01,operational_evidence
TN,NHTSA SGO (incident filing evidence),Waymo LLC,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-07-01,operational_evidence
TX,NHTSA SGO (incident filing evidence),Waymo LLC,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-08-01,operational_evidence
CA,NHTSA SGO (incident filing evidence),WeRide Corp,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-03-01,operational_evidence
NV,NHTSA SGO (incident filing evidence),WeRide Corp,Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2022-12-01,operational_evidence
CA,NHTSA SGO (incident filing evidence),"Zoox, Inc.",Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-06-01,operational_evidence
FL,NHTSA SGO (incident filing evidence),"Zoox, Inc.",Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-05-01,operational_evidence
NV,NHTSA SGO (incident filing evidence),"Zoox, Inc.",Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-06-01,operational_evidence
TX,NHTSA SGO (incident filing evidence),"Zoox, Inc.",Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2026-07-01,operational_evidence
WA,NHTSA SGO (incident filing evidence),"Zoox, Inc.",Historical operational evidence — latest reported incident,federal_disclosure,,,https://www.nhtsa.gov/standing-general-order-crash-reporting,2023-11-01,operational_evidence
AZ,Waymo S2 benchmark (mileage evidence),Waymo LLC,Published operational mileage for this state,federal_disclosure,,,Waymo self-published S2-cell safety benchmark data (this Observatory's own ingested copy),202603,operational_evidence
CA,Waymo S2 benchmark (mileage evidence),Waymo LLC,Published operational mileage for this state,federal_disclosure,,,Waymo self-published S2-cell safety benchmark data (this Observatory's own ingested copy),202603,operational_evidence
TX,Waymo S2 benchmark (mileage evidence),Waymo LLC,Published operational mileage for this state,federal_disclosure,,,Waymo self-published S2-cell safety benchmark data (this Observatory's own ingested copy),202603,operational_evidence
GA,Waymo S2 benchmark (mileage evidence),Waymo LLC,Published operational mileage for this state,federal_disclosure,,,Waymo self-published S2-cell safety benchmark data (this Observatory's own ingested copy),202603,operational_evidence
