id,source_id,market,state,reported_date,month,reporter_type,issue,operator,source_url
ATX-185,185,Austin,TX,2025-11-11,2025-11,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/185
ATX-166,166,Austin,TX,2025-11-12,2025-11,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/166
ATX-189,189,Austin,TX,2025-11-12,2025-11,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/189
ATX-167,167,Austin,TX,2025-11-13,2025-11,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/167
ATX-184,184,Austin,TX,2025-11-14,2025-11,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/184
ATX-186,186,Austin,TX,2025-11-14,2025-11,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/186
ATX-201,201,Austin,TX,2025-11-21,2025-11,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/201
ATX-164,164,Austin,TX,2025-11-22,2025-11,Resident Feedback,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/164
ATX-195,195,Austin,TX,2025-11-22,2025-11,Resident Feedback,Near Miss,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/195
ATX-168,168,Austin,TX,2025-11-25,2025-11,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/168
ATX-192,192,Austin,TX,2025-11-25,2025-11,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/192
ATX-254,254,Austin,TX,2025-11-25,2025-11,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/254
ATX-165,165,Austin,TX,2025-11-27,2025-11,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/165
ATX-187,187,Austin,TX,2025-12-01,2025-12,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/187
ATX-190,190,Austin,TX,2025-12-04,2025-12,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/190
ATX-191,191,Austin,TX,2025-12-06,2025-12,AFD,Safety Concern,Tesla,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/191
ATX-188,188,Austin,TX,2025-12-07,2025-12,Resident Feedback,Near Miss,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/188
ATX-194,194,Austin,TX,2025-12-10,2025-12,AFD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/194
ATX-198,198,Austin,TX,2025-12-11,2025-12,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/198
ATX-197,197,Austin,TX,2025-12-12,2025-12,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/197
ATX-193,193,Austin,TX,2025-12-13,2025-12,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/193
ATX-196,196,Austin,TX,2025-12-17,2025-12,AFD,Collision,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/196
ATX-200,200,Austin,TX,2025-12-17,2025-12,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/200
ATX-199,199,Austin,TX,2025-12-18,2025-12,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/199
ATX-206,206,Austin,TX,2025-12-18,2025-12,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/206
ATX-219,219,Austin,TX,2025-12-19,2025-12,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/219
ATX-205,205,Austin,TX,2025-12-22,2025-12,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/205
ATX-237,237,Austin,TX,2025-12-22,2025-12,Resident Feedback,Near Miss,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/237
ATX-207,207,Austin,TX,2025-12-23,2025-12,AFD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/207
ATX-208,208,Austin,TX,2025-12-24,2025-12,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/208
ATX-209,209,Austin,TX,2025-12-27,2025-12,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/209
ATX-212,212,Austin,TX,2025-12-30,2025-12,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/212
ATX-204,204,Austin,TX,2026-01-03,2026-01,resident feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/204
ATX-256,256,Austin,TX,2026-01-03,2026-01,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/256
ATX-210,210,Austin,TX,2026-01-06,2026-01,City Employee,Unspecified,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/210
ATX-211,211,Austin,TX,2026-01-12,2026-01,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/211
ATX-220,220,Austin,TX,2026-01-14,2026-01,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/220
ATX-215,215,Austin,TX,2026-01-16,2026-01,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/215
ATX-213,213,Austin,TX,2026-01-17,2026-01,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/213
ATX-214,214,Austin,TX,2026-01-20,2026-01,AISD Police,Safety Issue - School,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/214
ATX-216,216,Austin,TX,2026-01-22,2026-01,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/216
ATX-221,221,Austin,TX,2026-01-23,2026-01,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/221
ATX-223,223,Austin,TX,2026-01-29,2026-01,AISD Police,Safety Issue - School,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/223
ATX-224,224,Austin,TX,2026-01-30,2026-01,AISD Police,Safety Issue - School,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/224
ATX-222,222,Austin,TX,2026-01-31,2026-01,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/222
ATX-217,217,Austin,TX,2026-02-05,2026-02,Resident Feedback,Unspecified,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/217
ATX-218,218,Austin,TX,2026-02-12,2026-02,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/218
ATX-234,234,Austin,TX,2026-02-12,2026-02,AISD Police,Safety Issue - School,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/234
ATX-235,235,Austin,TX,2026-02-14,2026-02,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/235
ATX-240,240,Austin,TX,2026-02-14,2026-02,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/240
ATX-236,236,Austin,TX,2026-02-17,2026-02,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/236
ATX-229,229,Austin,TX,2026-02-24,2026-02,City Employee,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/229
ATX-238,238,Austin,TX,2026-03-01,2026-03,EMS,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/238
ATX-239,239,Austin,TX,2026-03-01,2026-03,APD,Safety Concern,Tesla,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/239
ATX-264,264,Austin,TX,2026-03-01,2026-03,AFD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/264
ATX-242,242,Austin,TX,2026-03-02,2026-03,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/242
ATX-243,243,Austin,TX,2026-03-10,2026-03,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/243
ATX-230,230,Austin,TX,2026-03-11,2026-03,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/230
ATX-232,232,Austin,TX,2026-03-11,2026-03,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/232
ATX-247,247,Austin,TX,2026-03-11,2026-03,City Employee,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/247
ATX-233,233,Austin,TX,2026-03-12,2026-03,City Employee,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/233
ATX-231,231,Austin,TX,2026-03-14,2026-03,City Employee,Near Miss,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/231
ATX-249,249,Austin,TX,2026-03-14,2026-03,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/249
ATX-245,245,Austin,TX,2026-03-19,2026-03,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/245
ATX-244,244,Austin,TX,2026-03-20,2026-03,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/244
ATX-248,248,Austin,TX,2026-03-20,2026-03,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/248
ATX-253,253,Austin,TX,2026-03-21,2026-03,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/253
ATX-251,251,Austin,TX,2026-03-22,2026-03,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/251
ATX-252,252,Austin,TX,2026-03-23,2026-03,City Employee,Near Miss,Zoox,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/252
ATX-319,319,Austin,TX,2026-03-23,2026-03,AISD Police,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/319
ATX-250,250,Austin,TX,2026-03-24,2026-03,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/250
ATX-255,255,Austin,TX,2026-03-24,2026-03,Resident Feedback,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/255
ATX-260,260,Austin,TX,2026-03-25,2026-03,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/260
ATX-257,257,Austin,TX,2026-04-01,2026-04,Resident Feedback,Near Miss,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/257
ATX-279,279,Austin,TX,2026-04-01,2026-04,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/279
ATX-258,258,Austin,TX,2026-04-02,2026-04,APD,Safety Concern,Tesla,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/258
ATX-259,259,Austin,TX,2026-04-02,2026-04,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/259
ATX-274,274,Austin,TX,2026-04-03,2026-04,City Employee,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/274
ATX-261,261,Austin,TX,2026-04-10,2026-04,Resident Feedback,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/261
ATX-263,263,Austin,TX,2026-04-13,2026-04,Resident Feedback,Safety Concern,AV Ride,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/263
ATX-262,262,Austin,TX,2026-04-14,2026-04,City Employee,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/262
ATX-265,265,Austin,TX,2026-04-16,2026-04,Resident Feedback,Safety Concern,Tesla,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/265
ATX-267,267,Austin,TX,2026-04-17,2026-04,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/267
ATX-268,268,Austin,TX,2026-04-18,2026-04,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/268
ATX-271,271,Austin,TX,2026-04-18,2026-04,City Employee,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/271
