id,source_id,market,state,reported_date,month,reporter_type,issue,operator,source_url
ATX-52,52,Austin,TX,2023-10-30,2023-10,City Employee,Nuisance,Cruise,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/52
ATX-54,54,Austin,TX,2024-06-21,2024-06,Resident Feedback,Near Miss,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/54
ATX-55,55,Austin,TX,2024-07-01,2024-07,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/55
ATX-61,61,Austin,TX,2024-08-03,2024-08,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/61
ATX-56,56,Austin,TX,2024-08-17,2024-08,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/56
ATX-57,57,Austin,TX,2024-08-18,2024-08,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/57
ATX-58,58,Austin,TX,2024-08-20,2024-08,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/58
ATX-59,59,Austin,TX,2024-08-20,2024-08,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/59
ATX-60,60,Austin,TX,2024-09-24,2024-09,Resident Feedback,Safety Concern,Zoox,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/60
ATX-64,64,Austin,TX,2024-09-28,2024-09,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/64
ATX-63,63,Austin,TX,2024-10-01,2024-10,City Employee,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/63
ATX-62,62,Austin,TX,2024-10-04,2024-10,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/62
ATX-65,65,Austin,TX,2024-10-05,2024-10,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/65
ATX-67,67,Austin,TX,2024-10-08,2024-10,AFD,Collision,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/67
ATX-66,66,Austin,TX,2024-10-15,2024-10,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/66
ATX-68,68,Austin,TX,2024-10-16,2024-10,AFD,Collision,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/68
ATX-69,69,Austin,TX,2024-10-19,2024-10,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/69
ATX-70,70,Austin,TX,2024-10-19,2024-10,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/70
ATX-74,74,Austin,TX,2024-10-19,2024-10,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/74
ATX-71,71,Austin,TX,2024-11-01,2024-11,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/71
ATX-78,78,Austin,TX,2024-12-08,2024-12,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/78
ATX-72,72,Austin,TX,2024-12-11,2024-12,Resident Feedback,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/72
ATX-73,73,Austin,TX,2025-01-11,2025-01,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/73
ATX-75,75,Austin,TX,2025-01-30,2025-01,Resident Feedback,Safety Concern,Zoox,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/75
ATX-79,79,Austin,TX,2025-01-30,2025-01,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/79
ATX-76,76,Austin,TX,2025-02-07,2025-02,Resident Feedback,Near Miss,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/76
ATX-77,77,Austin,TX,2025-02-11,2025-02,AFD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/77
ATX-83,83,Austin,TX,2025-02-16,2025-02,City Employee,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/83
ATX-87,87,Austin,TX,2025-02-26,2025-02,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/87
ATX-81,81,Austin,TX,2025-03-01,2025-03,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/81
ATX-80,80,Austin,TX,2025-03-03,2025-03,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/80
ATX-115,115,Austin,TX,2025-03-13,2025-03,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/115
ATX-88,88,Austin,TX,2025-03-15,2025-03,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/88
ATX-99,99,Austin,TX,2025-03-16,2025-03,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/99
ATX-100,100,Austin,TX,2025-03-16,2025-03,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/100
ATX-85,85,Austin,TX,2025-03-17,2025-03,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/85
ATX-84,84,Austin,TX,2025-03-18,2025-03,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/84
ATX-86,86,Austin,TX,2025-03-21,2025-03,Resident Feedback,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/86
ATX-90,90,Austin,TX,2025-03-23,2025-03,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/90
ATX-89,89,Austin,TX,2025-03-24,2025-03,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/89
ATX-92,92,Austin,TX,2025-04-15,2025-04,City Employee,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/92
ATX-91,91,Austin,TX,2025-04-16,2025-04,Resident Feedback,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/91
ATX-126,126,Austin,TX,2025-04-18,2025-04,AFD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/126
ATX-93,93,Austin,TX,2025-05-02,2025-05,City Employee,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/93
ATX-95,95,Austin,TX,2025-05-02,2025-05,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/95
ATX-114,114,Austin,TX,2025-05-02,2025-05,Resident Feedback,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/114
ATX-94,94,Austin,TX,2025-05-04,2025-05,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/94
ATX-96,96,Austin,TX,2025-05-12,2025-05,APD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/96
ATX-118,118,Austin,TX,2025-05-13,2025-05,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/118
ATX-97,97,Austin,TX,2025-05-14,2025-05,Resident Feedback,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/97
ATX-98,98,Austin,TX,2025-05-14,2025-05,Resident Feedback,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/98
ATX-101,101,Austin,TX,2025-05-21,2025-05,APD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/101
ATX-103,103,Austin,TX,2025-05-27,2025-05,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/103
ATX-106,106,Austin,TX,2025-05-28,2025-05,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/106
ATX-102,102,Austin,TX,2025-05-29,2025-05,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/102
ATX-104,104,Austin,TX,2025-05-29,2025-05,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/104
ATX-105,105,Austin,TX,2025-05-30,2025-05,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/105
ATX-108,108,Austin,TX,2025-06-02,2025-06,AFD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/108
ATX-107,107,Austin,TX,2025-06-04,2025-06,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/107
ATX-116,116,Austin,TX,2025-06-08,2025-06,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/116
ATX-109,109,Austin,TX,2025-06-09,2025-06,Resident Feedback,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/109
ATX-110,110,Austin,TX,2025-06-13,2025-06,City Employee,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/110
ATX-111,111,Austin,TX,2025-06-13,2025-06,City Employee,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/111
ATX-128,128,Austin,TX,2025-06-13,2025-06,AFD,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/128
ATX-112,112,Austin,TX,2025-06-16,2025-06,City Employee,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/112
ATX-113,113,Austin,TX,2025-06-16,2025-06,City Employee,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/113
ATX-117,117,Austin,TX,2025-06-22,2025-06,Resident Feedback,Safety Concern,Tesla,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/117
ATX-119,119,Austin,TX,2025-06-27,2025-06,Resident Feedback,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/119
ATX-122,122,Austin,TX,2025-06-30,2025-06,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/122
ATX-121,121,Austin,TX,2025-07-01,2025-07,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/121
ATX-120,120,Austin,TX,2025-07-02,2025-07,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/120
ATX-123,123,Austin,TX,2025-07-03,2025-07,AFD,Collision,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/123
ATX-124,124,Austin,TX,2025-07-11,2025-07,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/124
ATX-133,133,Austin,TX,2025-07-18,2025-07,City Employee,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/133
ATX-125,125,Austin,TX,2025-07-23,2025-07,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/125
ATX-129,129,Austin,TX,2025-07-25,2025-07,Resident Feedback,Near Miss,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/129
ATX-127,127,Austin,TX,2025-07-31,2025-07,City Employee,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/127
ATX-171,171,Austin,TX,2025-08-22,2025-08,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/171
ATX-130,130,Austin,TX,2025-08-26,2025-08,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/130
ATX-131,131,Austin,TX,2025-08-26,2025-08,City Employee,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/131
ATX-169,169,Austin,TX,2025-08-26,2025-08,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/169
ATX-139,139,Austin,TX,2025-08-28,2025-08,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/139
ATX-132,132,Austin,TX,2025-08-30,2025-08,Resident Feedback,Near Miss,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/132
ATX-143,143,Austin,TX,2025-09-01,2025-09,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/143
ATX-135,135,Austin,TX,2025-09-03,2025-09,City Employee,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/135
ATX-134,134,Austin,TX,2025-09-06,2025-09,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/134
ATX-136,136,Austin,TX,2025-09-06,2025-09,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/136
ATX-137,137,Austin,TX,2025-09-08,2025-09,City Employee,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/137
ATX-138,138,Austin,TX,2025-09-08,2025-09,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/138
ATX-140,140,Austin,TX,2025-09-09,2025-09,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/140
ATX-144,144,Austin,TX,2025-09-13,2025-09,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/144
ATX-145,145,Austin,TX,2025-09-13,2025-09,APD,Collision,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/145
ATX-141,141,Austin,TX,2025-09-18,2025-09,AFD,Blocking Traffic,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/141
ATX-142,142,Austin,TX,2025-09-18,2025-09,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/142
ATX-149,149,Austin,TX,2025-09-19,2025-09,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/149
ATX-150,150,Austin,TX,2025-09-20,2025-09,APD,Collision,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/150
ATX-146,146,Austin,TX,2025-09-21,2025-09,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/146
ATX-147,147,Austin,TX,2025-09-24,2025-09,Resident Feedback,Safety Issue - School,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/147
ATX-153,153,Austin,TX,2025-09-25,2025-09,AFD,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/153
ATX-170,170,Austin,TX,2025-09-25,2025-09,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/170
ATX-148,148,Austin,TX,2025-09-26,2025-09,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/148
ATX-151,151,Austin,TX,2025-09-27,2025-09,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/151
ATX-172,172,Austin,TX,2025-09-29,2025-09,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/172
ATX-175,175,Austin,TX,2025-09-30,2025-09,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/175
ATX-173,173,Austin,TX,2025-10-02,2025-10,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/173
ATX-155,155,Austin,TX,2025-10-05,2025-10,EMS,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/155
ATX-158,158,Austin,TX,2025-10-05,2025-10,EMS,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/158
ATX-174,174,Austin,TX,2025-10-08,2025-10,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/174
ATX-152,152,Austin,TX,2025-10-09,2025-10,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/152
ATX-176,176,Austin,TX,2025-10-09,2025-10,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/176
ATX-177,177,Austin,TX,2025-10-09,2025-10,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/177
ATX-178,178,Austin,TX,2025-10-09,2025-10,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/178
ATX-154,154,Austin,TX,2025-10-13,2025-10,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/154
ATX-159,159,Austin,TX,2025-10-13,2025-10,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/159
ATX-181,181,Austin,TX,2025-10-15,2025-10,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/181
ATX-179,179,Austin,TX,2025-10-16,2025-10,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/179
ATX-182,182,Austin,TX,2025-10-23,2025-10,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/182
ATX-156,156,Austin,TX,2025-10-24,2025-10,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/156
ATX-160,160,Austin,TX,2025-10-24,2025-10,Resident Feedback,Nuisance,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/160
ATX-180,180,Austin,TX,2025-10-24,2025-10,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/180
ATX-157,157,Austin,TX,2025-10-30,2025-10,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/157
ATX-163,163,Austin,TX,2025-10-30,2025-10,Resident Feedback,Safety Concern,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/163
ATX-161,161,Austin,TX,2025-11-09,2025-11,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/161
ATX-162,162,Austin,TX,2025-11-09,2025-11,APD,Ignore APD Direction,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/162
ATX-183,183,Austin,TX,2025-11-10,2025-11,AISD Police,School bus stop arm violation,Waymo,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/TPW_AV_Incidents_Reports_view/FeatureServer/0/183
