schema_version,period_start,period_end,sf_311_requests_all_operators,sf_311_requests_prior_twelve_months,waymo_ro_miles_sf_county,sf_311_requests_per_million_waymo_ro_miles_context_only,s2_cells_start,s2_cells_end,numerator_source,denominator_source,interpretation,annual_limit
1.0.0,2026-01-01,2026-03-31,189,627,9855183.39,19.18,121,123,https://data.sf.gov/d/vw6y-z8j6,https://waymo.com/safety/impact/,"Context only: all-operator SF311 requests divided by Waymo-only rider-only miles. This is not a Waymo complaint rate, causal comparison, or verified violation rate.",A matching San Francisco county S2 baseline for March 2025 is not in the archived county-coded files; the past-year 311 count is shown without a one-year miles rate.
